comments_count,attitudes_count,reposts_count,region_name,screen_name,topic_struct,content
42,69,0,新加坡,我不是小翠花,0,终于成功 大家快来领徽章 任意拥有一部我的作品就可以领取啦！
43,77,53,,九派新闻,人工智能成近年高校热门新增专业;全球仍有26亿人无法接入互联网;美国仅7%用户每天使用ChatGPT,【人工智能成近年高校热门新增专业：融合更多的社会、人文学科，致力培养“六边形战士”】全球仍有26亿人无法接入互联网近日，国际电信联盟秘书长称：“人工智能正在改变我们的世界和生活。但是，三分之一的人类仍然处于‘离线状态’”，全球仍有26亿人无法接入互联网。她敦促采取集体行动弥合这一
324,8245,504,山东,小袁读书,追风者,追风者 再看追风者，总感觉有点别扭，有点隔应了。这几年，王一博一直很努力，很拼，无论是电影还是电视剧，都拿出来了响当当的有影响力的作品。追风者，整部电视剧就是围绕着王一博的角色开展的，他是整部剧的核心和关键，他演好了，整部剧就成了，他演砸了，整部剧就毁了。现在，王一博演成了追风
1570,7907,2299,浙江,演员艾米,墨雨云间,姐姐，我梦见有人捏我脸… 墨雨云间
52,1473,48,辽宁,综艺少女的日常,迪丽热巴的生日大片,迪丽热巴的生日大片 今天真的要被热巴的生日大片美疯了！ 黑白两套不同风格但美貌是相同的！今天的饭有点太香太饱了干饭人
14,32,4,湖南,南海的浪涛,烽火问鼎计划;俄乌局势新进展,波兰外交部长拉多斯瓦夫·西科尔斯基5月31日在布拉格表示，华沙正在考虑组建和训练一支居住在波兰的适龄乌克兰男子部队。他认为，此举对基辅的帮助比派遣波兰训练团前往乌克兰更大。烽火问鼎计划俄乌局势新进展 该部长表示：“波兰考虑了乌克兰的训练请求，但我们得出的结论是，在波兰训练一支由应
280,1639,399,浙江,吾六一061,王鹤棣说唱梦工厂;王鹤棣黑夜告白;王鹤棣冉方旭,王鹤棣超话 哈哈哈哈哈哈哈王鹤棣靠着强大的信念才没有在Gai哥和布瑞吉的高大上剧情设定里笑场哈哈哈哈哈哈哈哈哈 “来都来了，肯定得干活” 王鹤棣说唱梦工厂王鹤棣黑夜告白王鹤棣冉方旭
1,0,1,,贝壳财经,今年或再次出现拉尼娜现象,【世界气象组织：今年或再次出现拉尼娜现象】世界气象组织6月3日发布报告称，在2023年至2024年前几个月造成全球气温飙升和极端天气的厄尔尼诺现象有结束的迹象，但今年晚些时候可能会再次出现拉尼娜现象。（财联社）
1065,1078,1058,广东,吃瓜姐妹社,戚薇录乘风十天没理李承铉,戚薇录乘风十天没理李承铉 想不到戚薇参加《乘风2024》直接无视了李承铉，连续十天没回消息，导致李承铉不得不找工作人员确认老婆的情况，有小情绪还不敢吱声，小声BB一句都要被怼，哈哈哈哈哈哈好惨
842,5325,897,北京,丁当-Della,儿童节快乐;丁当夜游世界巡回演唱会;上海站,六一我们的节 儿童节快乐 保持好奇 保持放松 保持童心 好的，都你们唱 要开心的唱！要疯狂的唱！ 不管在哪里唱都很好哈哈哈！ 824上海站 气氛组准备好了没有！ 丁当夜游世界巡回演唱会上海站
344,1252,72,河北,八卦名探,丁程鑫 林芊;林芊是谁,丁程鑫 林芊 印象中丁程鑫林芊不是投一次被曝同游了吧？不过之前林芊也亲自辟过谣，两人只是北电的同学。关于谈恋爱这件事，反正我是不信！林芊是谁
4,176,3,天津,铁鹰骑士,0,武契奇向塞尔维亚民众展示他在联合国大会身披的那条国旗，现场民众掌声，欢呼声不断！
141,1206,145,广东,疯狂大Uncle,亚马逊将于明年6月底在中国停止kindle电子书店运营,快科技6月2日消息，亚马逊官方发布了最新公告，提醒各位用户，Kindle中国电子书店将于2024年6月30日停止云端下载服务。 此后，未下载的电子书将无法下载和阅读，相关客户服务届时也将停止支持。 亚马逊推荐用户及时将已购买电子书及其他Kindle内容下载至Kindle阅读器和Kindle App（含手机端和电脑端）
1,1,0,,北青体育,王楚钦樊振东争夺男单冠军;孙颖莎王曼昱角逐女单冠军;一人一句给国乒加油,【就在今晚！WTT重庆冠军赛：王楚钦樊振东争夺男单冠军孙颖莎王曼昱角逐女单冠军】6月3日，王楚钦___ 将在男单决赛中对阵樊振东 ，孙颖莎 将和王曼昱 角逐女单冠军。一人一句给国乒加油！一起期待！（记者：唐奕 黄伟 张子彧） （tyx）
646,4338,145,北京,李沁工作室,李沁林婉儿,李沁超话 走过风和雨，千里终有别，何处不相逢。林婉儿李沁 有幸遇见！李沁林婉儿 耶
184,2038,96,,新浪娱乐,断眉唱什么;断眉真来了,断眉唱什么断眉真来了 《歌手2024》官宣“断眉”charlieputh 是下一次的“袭榜歌手”，他向中国观众打招呼：“中国是我去过的第一个亚洲国家，能再次回到中国我很兴奋”，“希望大家能喜欢我的音乐。”你最想听到断眉唱什么？
245,1403,229,上海,折一颗酸梅子溜得快,0,《开始推理吧2》，有时候，一个人的温暖体贴，是在不经意间流露出来的！看到“金丝雀”受到惊吓的样子，“宁好”第一时间冲上前去问 “怎么了？怎么了？没事吧？”在给花坛铲土时，对“巴自美”说 “这种粗活让我们来吧！”（谁懂这句话的苏感？！害羞害羞害羞） “宁好”的关心，表现得如
95,577,23,湖北,李建秋的世界,0,印度莫迪计划在大选后进行改革，以与中国制造业竞争 其实还是老三样：劳工问题，土地问题，关税问题。 印度目前的情况比我国当年糟糕一些，有一个非常重要的地方和中国不一样在于：当年中国起来的那会，外面是没有一个中国的。 现在有。 现在中印的关系是：印度越发展，中国出口的越多。 而印度只能
198,119,6,,平安绵阳,国安机关破获一起英国MI6重大间谍案;发现间谍活动时该怎么办,早安超话国安机关破获一起英国MI6重大间谍案【这副业可真“刑”！对危害国家安全的B面人生说不】斯文正经、勤奋加班的国企高管；岁月静好、人畜无害的摄影爱好者；敦厚老实，与人为善的程序员……他们竟有不为人知的另一面，而且还危害国家安全！国家兴亡，匹夫有责。 发现间谍活动时该怎么办
0,289,1,广东,老刘说股市,0,今日早盘主力资金净流入通信、航运、出版等板块，净流出电新行业、有色金属、医药等板块，其中电新行业净流出超26亿元。个股方面，比亚迪上涨，主力资金净买入349亿元位居首位，工业富联、万润科技、长江电力获主力资金净流入居前；天银机电遭净卖出超3亿元，航天晨光、北汽蓝谷、药明康德主力资金净
946,13281,341,,新京报我们视频,浙江2名游客横渡溪流被冲走,【浙江2名游客横渡溪流被冲走 多部门正全力搜救】6月3日，记者从浙江台州布袋山村村委会获悉，2名游客落水仍在搜救。2日，多名游客在台州石人峡游玩，2人在横渡溪流时被水冲走。事发后，当地应急、消防等部门搜救。截至3日8时，搜救工作还在进行中。（记者：马骏 制作：张笑然）
5936,11929,3645,湖南,曹恩齐Vincent,曹恩齐换队Q宝碎了;小小少年,曹恩齐换队Q宝碎了 Q宝哭的时候我的心也跟着碎了，换了队伍也还是Q宝的好哥哥小小少年
0,326,0,广东,广东牛散三哥,0,朗源股份的投资者，吓得不轻！ 今天，朗源股份低开低走，上午11：04跌停。 这可是前期大牛股。 今年4月16日，朗源股份借新东方要注入文旅资产的朦胧利好，股价一飞冲天，从344元起步，21个交易日，最高冲至139元，最大涨幅304。 怎么突然不行了？ 一张问询函。 深交所6月3日下发问询函，让朗
110,2482,35,贵州,贴小君,浙江2名游客横渡溪流被冲走,6月2日，多名游客在台州石人峡游玩，其中2人（一男一女）在横渡溪流时被急流冲走。虽然目前搜救工作还在进行中，但大概率是没了。 其次，我亲身体会说一下人在溺水时是种什么感觉。 我自己溺水过，当时高中毕业后出去玩，当时情况也是这种两处急流交汇处，（但水流没这次视频中的急），被漩进去时能
41,713,6,天津,新侠客行,0,收盘守住年线，起码指数上，还不至于这么难看，个股跌就跌吧
209,1624,82,湖北,十九次夜慕,恋与深空黎深;黎深九黎司命,恋与深空黎深超话 云山古韵截修手机壁纸 漫步云山古镇，与他一起踏入一场跨越千年的梦。 四星思念黎深·深林晴风、黎深·深林山眠 三星思念黎深·天机 抱图吱我呀 恋与深空黎深黎深九黎司命
0,1006,125,广东,潮州女侠,0,100万本金，目标一年做到1000万，一年翻10倍（第71天） 目前资金314272567 今日卖出中科仓达 300496 今日买入九洲集团 300040 我会把每天实盘记录下来，我相信实盘肯定一直往前冲，希望各位股友支持侠女，点赞富一生！评论178，票票长虹！ 特别声明：这只是我个人的操作记录，不作为任何投
1194,3005,344,江苏,林更新微吧,林更新玫瑰的故事;林更新方协文,林更新玫瑰的故事 lgx林更新方协文 愿你在被爱人的眼里， 连撑伞的样子都像捧着一束玫瑰花 林更新方协文玫瑰的故事盒子里的猫十天后回到现实林更新
158,302,161,,西部决策,购物app电量消耗为什么这么大,购物app电量消耗为什么这么大近期，有不少网友发现，手机上购物app消耗电量越来越快。随着各大电商平台的大促活动开始，相关app的使用频率较平时明显上升，消费者不仅要研究各大平台的复杂机制，还要各种计算满减凑单，简单完成一次购物的决策效率大大降低。网友感概：何止电量不足，脑容量也告急，
86,1092,80,,未来网,全球现象级小说作者为中国大熊猫写书;我国取消无偿赠送大熊猫已40多年;2只旅韩大熊猫幼崽最快2025年将回国,【全球现象级小说作者为中国大熊猫写书】近日，韩国市长请求中国赠送一对大熊猫引发热议。据梳理，我国取消无偿赠送大熊猫已40多年。大熊猫作为中国的“国宝”，深受各国人民喜欢。风靡全球的现象级小说《猫武士》作者艾琳·亨特在2021年就为中国大熊猫写过书，《熊猫勇士》这本书在书中真实展现动
19,323,51,北京,黑光乍泄,0,29年前的今天，《廊桥遗梦》在美国上映。
49,462,26,四川,包容万物恒河水,0,2021 年，BBC 主持人在试图向巴巴多斯 总 理 米娅莫特利讲授与东大开展贸易的危险，遭到米娅莫特利的抨击。 “（这）确实更多地反映出，我们被视为棋子，而不是有同等能力决定我们命运的国家，这一点令人遗憾。” 这就是东大路线图的优势所在：我们将和平共处五项原则融入到国际关系基本
475,2017,586,陕西,WTT世界乒联,WTT重庆冠军赛2024,林高远将于北京时间今天17：30在华熙LIVE·鱼洞HIPARK篮球公园出席球员见面会 本次活动仅开放100位球迷参与，快来现场参与吧！ WTT重庆冠军赛2024
0,304,0,广东,神算子归来,0,6月3日A股涨停复盘 芯片 002654万润科技存储芯片消费电子 301306西测测试3板商业航天存储芯片 001298好上好存储芯片消费电子 300650太龙股份存储芯片消费电子 605258协和电子PCB 301176逸豪新材PCB 其他 600653申华控股3板汽
183,1889,225,山西,Daley-V,蔡徐坤染了银发梦回偶练;v-ideo,蔡徐坤演绎全新𝐕𝐄𝐑𝐒𝐀𝐂𝐄 𝐌𝐄𝐑𝐂𝐔𝐑𝐘短片，代言人才刚无预警官宣硬广就紧随而来，值得一提的是蔡徐坤还专门为其创作了新歌《Afterglow》，视频里抢先听话筒 蔡徐坤染了银发梦回偶练 video
17,866,9,广东,娱你看不停,迪丽热巴 ;刘宇宁 ,开推有自己的cp大乱炖啊！热巴和牛牛的风赫日丽，巴姐乖乖听宁哥的话，还得是“亲”哥啊！巴姐主动帮金靖分担重量！都很好嗑啊！！迪丽热巴 张凌赫 刘宇宁 金靖
210,475,33,北京,五桶工坊,烽火问鼎计划,泽连斯基居然抵达新加坡来参加香格里拉对话会了，明日还要发表演讲 …… 香格里拉对话会也称亚洲安全峰会，都是讨论亚洲安全事物的，跟乌克兰根本没关系，他来干嘛？doge烽火问鼎计划
471,20088,623,海南,告白預行絵本,0,aespa Armageddon 音银舞台
3,67,80,福建,胡子格-微语录,0,普通人你想翻身啊？这些大胆的底层翻身术你最好别看，心软的人怕你受不了！天涯论坛大神明王给底层人的忠告，把那些天涯不敢说的内容全部公开，最后被封杀了，这些天涯神贴也消失在浩瀚的互联网中，可惜当时会使用互联网的人太少，且看且珍惜吧！
2,45,2,北京,以色列知行-小以哥,0,瑞典惹了伊朗 瑞典说伊朗特工在该国试图针对以色列和犹太人的目标下手，伊朗不高兴，传召瑞典大使抗议，说来说去的意思就是：瑞典造谣，伊朗是爱好和平的国家，不会干那种事。下一步瑞典应该公布更多证据了吧？
14,93,0,黑龙江,阿九没睡醒呢,0,id打卡每个地方，你们怎么这么好抱一抱抱一抱
508,3254,824,辽宁,-pengyu-,檀健次创作故事;檀健次专辑幕后vlog,此乃真神 檀健次创作故事 檀健次专辑幕后vlog
40,595,12,安徽,LadyxGaga,张凌赫芭莎大片好有生命力;张凌赫黑天鹅芭莎封面,张凌赫亮相时尚芭莎六月刊电子版封面封面大片，佩戴萧邦珠宝和腕表出镜，绿草、花朵、火焰，色彩构图美丽，镜头表现力突出，精彩的一组大片。张凌赫芭莎大片好有生命力张凌赫黑天鹅芭莎封面
0,266,0,广东,财经擒龙者,0,重点关注：明天有望上升的个股， 有机会走主升浪的三个板块，值得收藏深入研究！！！ 1：通信设备 神宇股份 天箭科技 新易盛 中际旭创 鼎通科技 兆龙互连 通宇通讯 振芯科技 金溢科技 威胜信息 首选（002977 天箭科技） 总市值：33亿 概念国防军工、卫星导航、三代半导、军工信息、商
60,1160,10,福建,凤凰没有鸟,迪丽热巴新歌首发,这个瓷我硬碰右哼哼就当我和巴巴共脑了 （浅浅放个一分钟完整版你们自己去听）迪丽热巴新歌首发
69,888,63,英国,贝尔GarethBale,皇马欧冠第15冠;皇马夺得欧冠冠军,Hala Madrid 皇马欧冠第15冠皇马夺得欧冠冠军贝尔超话
2851,21292,1509,北京,佟梦实,庆余年2曲未终人聚三;电视剧庆余年,庆余年2曲未终人聚三电视剧庆余年 大家好，我是你们的小竹竹。这一季马上就要收官啦，很不舍。 简单回顾一下，苦荷一战后，我下了江南，失了些许记忆，误以为江南伤人的是自己。回到京都后怕失控伤害到范闲选择不露面，直到范闲大婚那晚，确信他还需要我，我的存在仍有意义，所以就继续追查行凶者
0,1,0,,内蒙古日报,期待嫦娥六号带蟾宫宝藏平安回家;外交部回应嫦娥六号成功落月,期待嫦娥六号带蟾宫宝藏平安回家【外交部回应嫦娥六号成功落月：愿同各国分享发展成果】昨天，嫦娥六号搭载着欧空局国际载荷，成功着陆月球。欧空局局长表示，嫦娥六号成功着陆是了不起的成就，欧空局很感激也很自豪能够参与其中。 对此，中国外交部发言人毛宁在例行记者会上表示：嫦娥六号搭载了
1310,5112,247,北京,胡锡进,0,这个质疑“媚日”挑事的，与之前那个看什么都像日本太阳旗的，还有某饮料在日本商店用杯套搞怼日摆拍，直到铁头的最新撒尿表演，是同一类的互联网炒作。必须说，这类炒作与我们主流社会弘扬的爱国主义风马牛不相及，他们最好给自己的行为贴个别的什么标签。中国无论对外博弈，还是内部团结，都不靠这些
33,767,220,四川,栗子_弘Treasure,电影九龙城寨之围城;信一,6000：“大家好，我是刘俊谦” 伍允龙：“老公！”（超大声 可恶，今天被你们九信党嗑到了干饭人 cr不是菠萝头电影九龙城寨之围城信一
42,728,26,上海,天哥说财经,0,强烈呼吁： 中国取消证券交易所！ 我们要重回纯正社会主义道路，我们不想被资本市场任意侵蚀践踏和蹂躏，我们不想再做任人宰割的羔羊！ 都快醒醒吧！散户朋友们，这不是我们的主场，我们已经被割的连韭菜根儿都没有了，我们一次次在希望中失望，一次次在努力攀爬中被活埋，直到没有了一丝
15,1054,19,浙江,冬日长岛冰茶,迪丽热巴新EP跳舞,迪丽热巴新EP跳舞 I AM THE TOP GIRL坏笑
28,2046,127,河南,光影蜀黎,行走出彩中原,在鹤壁参观了两家令人印象深刻的科技企业：龙芯中科和航天宏图 龙芯中科成立于2008年，由中科院和北京市政府联合出资，专注于处理器及配套芯片的研发和销售。他们在鹤壁投资13亿元，建设了高标准的无尘洁净车间和全国产芯片封装生产线，每年可封装5001000万片芯片，展示了中国在芯片领域的强大创新能
41,4592,45,浙江,雪碧三分饱,开始推理吧,开始推理吧 巴自美接收到了巨大的文化冲击然后一整个打咩住了
16,51,15,安徽,强强记事,周鸿祎称余承东在重新定义豪车,周鸿祎称余承东在重新定义豪车 余承东一直在身体力行地重新定义豪车，并认为未来安全加智能将重新定义豪车的标准。 周鸿祎和余承东在车展上的互动，不仅展现了他们对新能源汽车的认可，也传递了安全加智能将成为未来豪车新标准的信息。同时，他们的言论也进一步增强了消费者对国产新能源品牌的信心
139,394,19,上海,水晶苍蝇拍,0,有人说印度国家基本面相当于2000年的中国，所以股市连年超级牛很合理。 咱就是说，那时候我们的股市也没什么长牛啊，2000年连续5年跌的所有股民都快咽气了，06和07年终于超级涨，然后08年就被打回原形了。 我们发展最牛逼的2000年到2010年，满打满算也就是3年是涨的 阿三真的要变三哥？
96,8,0,湖北,某某V,0,看到首页都在涨就我没涨悲伤
2,293,0,广东,老刘说股市,0,又有一家要死定了，朗源股份年报遭问询，被要求说明在子公司连续四年造假情况下公司是否触及风险警示、退市规定。每天都像一把大刀挂在头顶，不知道什么时候会落到自己头上，就问你怕不怕？在赔偿制度没有完善的情况下，这样大面积退市，完全要散户承担，谁承受的了呢？
145,161,143,,白鹿视频,摄影人捕捉到这一瞬杀伤力有多大;原来大家好看的照片是抢拍的,摄影人捕捉到这一瞬杀伤力有多大四川正举办一场“镜头下的人生一瞬”影展，来自各地摄影师分享了自己眼中的“人生瞬间”照片。原来大家好看的照片是抢拍的瞬间情绪的捕捉、平凡且真实、真实即动人……光影交织间，对瞬间的捕捉，摄影师镜头下的世界如梦如幻。你喜欢什么样的照片？
6,375,11,上海,铁军小子,铁军小子;巴勒斯坦,男子街头将一整桶汽油浇在自己身上，准备“自焚” 老人：孩子！把打火机给我，先压压惊不要这样！一切都会好起来！泪 铁军小子超话铁军小子巴勒斯坦
262,1006,85,,共青团中央,0,国家安全机关又破获一起英国MI6重大间谍案。
13,23,6,,风闻社区,国足主帅承认在中国带队难度最大,【伊万：在中国队工作难度最大，中国足球仍没有清晰统一的足球体系】国足主帅承认在中国带队难度最大 国足将在6月6日20时进行的世预赛坐镇沈阳迎战泰国队，国足主帅伊万日前接受了《足球报》的采访。 伊万曾以不同身份在四支国家队工作过，先是以克罗地亚助教身份参加法国世界杯；然后以伊朗主教练
185,208,94,山东,电影玩家罗众,电影谈判专家;星光电影愿,《电影谈判专家》是一部典型的文戏武拍的片子，谈判过程充满变数，危机四伏，两位谈判专家势均力敌，这种碰撞很有看头，刘青云和吴镇宇两位影帝飙戏，更是火花四射。本片没有刻意堆砌火爆场面，动作部分也非常节制，一切服务于人物，因为文戏也可以剑拔弩张。星光电影愿 港产犯罪片中曾出现
0,535,53,,东楚晚报,0,【行为恶劣！鄂B15005取消通行证】眼看着一群学生在绿灯亮时沿斑马线过马路，驾驶水泥罐车的司机王某非但没减速刹车，反而抢在学生前面闯红灯通过。黄石市交巡警支队接到市民举报后，对这一恶劣的交通违法行为进行处罚，并取消该车在黄石禁行路段的通行证。
108,4300,258,广西,全是狗狗啊,0,一开始没有认出来主人的小金毛，还后退了几步，太可爱了哇
107,2417,46,浙江,不长胖十一斤不改名,0,大清早的刷到夏美这条视频我真的爆哭泪 不婚主义的夏美说我不喜欢结婚，但是我想被你求婚 泪泪泪他说“女生低头 是应该看到男生单膝下跪求婚的时候 而不是因为自卑” 太好哭了真的苦涩苦涩 再难懂的书，爱你的人也会一页一页的翻泪
93,2156,197,北京,夏季未终,青年演员张真源,求你们看…在被问到能不能完成其他队伍的高难度加分动作时自信喊“可以！”并且一次性倒拔两个队友……再一次对张真源的绝对力量压制产生了清晰的认知衰老公强的有点可怕军旅剧本请看纯天然新生代硬汉风 （ps：而且老公在倒拔队友的时候还小心的护住了队友的腰部，力量大且用的巧，成功给队
119,761,17,,俄罗斯卫星通讯社,韩国市长请求中国赠送一对大熊猫;韩国大邱计划租借熊猫;大熊猫福宝,【韩国大邱市长会见中国驻韩大使，请求中方赠送一对大熊猫】韩国市长请求中国赠送一对大熊猫 根据韩联社报道，韩国大邱市市长洪准杓5月31日会见中国驻韩大使邢海明时表示，希望中方能向将于2027年完工的大邱大公园赠送一对大熊猫。韩国大邱计划租借熊猫 此次是邢海明来韩履新以来首次访问大邱。洪
2277,3858,1911,,人民日报,人民日报夜读,【人民日报夜读：最好的人生状态】①静得下心：静而后能安，安而后能虑，虑而后能得。②沉得住气：只有养得根深，才能枝繁叶茂；只有沉得住气，才有无限可能。③扛得起事：遇事扛得住，经得起磨砺，才能不断超越自己。共勉！
66,494,50,内蒙古,圈内教父,易烊千玺压腿旧照,易烊千玺压腿旧照 易烊千玺小蜜蜂前来报道 从小就学习跳舞的千玺太可爱了叭求关注
14,287,466,河南,薄建辉,健身‎;减肥,夏天露出大肚腩最尴尬…… 不用跑不用跳，这四个动作每天坚持锻炼，在家里也能轻松甩掉大肚腩。good健身减肥
43,525,116,,天天学文艺,林芊是谁,林芊是谁 近日丁程鑫、林芊引发网友热议，随后粉丝澄清日本行程为公司安排，且四月份已有风声，林芊是丁程鑫北电同学，23年的时候林芊就回复过丁程鑫粉丝，不是恋人，时代峰峻也发文辟谣过。
138,536,48,中国香港,寰亚SYHP,香格里拉峰会;热门视频,香格里拉峰会 菲律宾总统小马科斯在新加坡香格里拉峰会上的讲话，嘴巴很坚硬，你哪里的底气热门视频
4,383,14,湖南,抓马刘翠花V,暖心,小小太阳也照暖了警察叔叔的心暖心
356,3772,30,广西,wu2198,0,按波段看指数自2635到3174点累计反弹了539点，而自3174点调整到目前才107个点，就幅度来看，还属于小幅度的。所以，大家要乐意看到市场调整，这也是必要的技术修正，毕竟长期低迷的市场，不可能马上能走得强，需要时间！明白的666
2164,17536,3318,北京,杨洋资讯站,杨洋的日常另存为,杨洋超话 杨洋的日常另存为 𝐂𝐡𝐚𝐩𝐭𝐞𝐫𝟐 庭院奇遇 今天的思绪有点跳跃， 球拍挥散了薄雾， 和小狗玩闹了许久， 他倚靠在窗边，就着散漫的日光， 细品绿夏蝉鸣，静谧时的一缕心安…… 杨洋
129,733,107,福建,追星蜀黍,黄子弘凡质疑刘维发的本人吗;青春环游记,黄子弘凡质疑刘维发的本人吗出门在外一张嘴，黄子弘凡又是你小子，《青春环游记》杨迪说刘维天天发自拍过度修图，黄子弘凡补刀刘维质疑发的是本人吗？刘维一整个被暴击！ 允悲青春环游记
30,23,0,,大公文匯網,韩国市长请求中国赠送一对大熊猫,【韩国市长请求中国赠送一对大熊猫 】 据中国驻韩国大使馆网站消息，5月31日，邢海明大使访问大邱广域市会见洪准杓市长。 洪准杓表示，欢迎邢大使访问大邱市。韩中两国毗邻而居，友好交往历史长达数千年，我本人和韩国民众都衷心希望两国关系顺畅稳定发展。韩方坚持一个中国，我更是如此。我认为，
231,8171,149,重庆,社死案发现场,泰国人爱上中国的榴莲直播,来自报恩榴莲的背刺 之前去海南出差，周末回来的时候特意去水果市场，买了个榴莲，当时挑了老半天，老板开的时候我还得意洋洋：哇哦，是个报恩榴莲呢本来想着中午就吃掉，结果中午吃饭吃的巨撑，我就先带着了，后来逛了逛看到时间去机场了，就带着去机场了，想说过完安检找个没人的角落吃掉，结果
62,122,62,,新浪圈子,爱蹲的人运气不会差;京东618 又便宜又好,爱蹲的人运气不会差，让我看看是谁又蹲到优惠了！在京东618买东西的小伙伴有福了，京东6月2日推出“2元包邮日”，全天不定时2元抢购，参与的方式也很简单，打开京东APP搜索“2元包邮”就可以把海量低价好物带回家！京东618 又便宜又好
6,221,9,山东,不能再睡了__,0,限制级电影，将镜头指向风俗产业，揭露底层人群的不易
7,89,12,江苏,桶装小鱼,0,小红书踏马给劳资越刷越兴奋
213,5470,44,天津,娱乐大呲花,秦岚素颜好顶,秦岚素颜好顶朵拉的素颜真的这么顶吗？大早上应该是还没化妆，岚姐的皮肤状态也太好了吧本来是看杨祐宁和娜扎在吃早饭斗嘴结果岚姐在旁边的脸真的是白的我不得不注意真的感叹她的皮肤状态
15,358,42,广东,孤傲的狂生,0,黄仁勋在台大体育馆演讲，现场人山人海，掌声雷动。
18,343,32,天津,铁鹰骑士,0,北京市左安门旁公园内，著名指挥家赵秀珍老师一曲祖国不会忘记响彻网络！
2,9,0,湖北,寰球镜头,印度现近50度高温连蚊子都消失,印度现近50度高温连蚊子都消失印度高温，印度人都变得越来越暴躁了。脑袋一拍，要建12座核电站。允悲允悲允悲
334,765,283,,人民日报,新手包粽子极简攻略;端午必备包粽子教程,【转存！新手包粽子极简攻略】下周一就是端午节，甜粽、咸粽、清水粽，哪款是你的最爱？端午必备包粽子教程转发收藏，学会了露一手！
284,1092,43,浙江,美颜滤镜粉碎机·真实很美好,0,威神V 钱锟、李永钦、肖俊、黄冠亨、刘扬扬 今日回归发布会新闻图
36,1280,29,广东,娱乐榜姐,秦岚叫热巴宇宙无敌全能美巴巴,秦岚叫热巴宇宙无敌全能美巴巴 秦岚给迪丽热巴庆生，给全能宇宙无敌全能美巴巴的新歌打歌打call打call打call
0,0,0,,时间新闻视频,台湾基隆一公园突发山体滑坡,【现场画面！台湾基隆一公园突发山体滑坡】6月3日14时，台湾基隆一公园突发山体滑坡，目前已致1人受伤送医。另有1辆汽车遭落石撞击，有1人被困车内，正在进行救援。
416,6470,574,山东,乌鸦为什么爱听反深代词,周深演唱会;周深首场体育场演唱会,周深演唱会 儿童节给所有观众准备了棒棒糖，因为刮台风下大雨连淋不到雨的看台都准备了雨衣和纸巾，而且丝毫不考虑成本都是能力范围内材质最好的雨衣，只为了不让观众淋到雨舒舒服服看演出，连荧光棒都有塑料套，明明舞台有遮挡但周深非要站延伸台让观众看自己更多一点，只有周深一个人在淋雨，周深
246,6568,351,浙江,雪碧三分饱,0,好美的精神状态舔屏舔屏舔屏 黑蒜：叽叽歪歪叽叽歪歪 小巴巴：啾咪爱你
104,2655,1034,四川,Pendlers,0,长大后终于理解了章鱼哥
210,601,69,江苏,LNG九号电动电子竞技俱乐部,"LNG战胜OMG;麒麟新生,朝夕而争",LNG战胜OMG 【赛事战报】 夏季赛常规赛 苏州 LNG Ninebot 20 OMG · Round 2 5分半中路乐芙兰丝滑连招单吃崔斯特； 7分钟对方包下越塔，我方下路组被击杀； 9分钟河道团对方打龙我方开团但被对面击杀中野，烬顺手带走小龙； 12分钟我方越对方上路塔击杀死歌； 14分半泰坦出钩，双方打出二换二，
2196,6201,2192,北京,福多多剧有福,谁能想到枕边人就是挖坑人;墨雨云间,谁能想到枕边人就是挖坑人 前夫哥沈玉容和薛芳菲是彻底没希望的，妥妥的be！薛芳菲根本不会想到自己的枕边人会是挖坑人。 辜 负 真 心的人 要 吞 一 千根针，薛芳菲本是县令之女，不说 豪 门 贵 女，也是家中的 掌 上 明 珠。当年薛芳菲一心陪伴沈玉容，甚至为了他的病 快点好赶上 殿 试，当掉了自
12,57,5,,咪咕体育,王曼昱超绝救球;孙颖莎vs王曼昱;WTT重庆冠军赛2024,王曼昱超绝救球 这拍神了！双方极限对攻，王曼昱超快反应救球！ 孙颖莎vs王曼昱WTT重庆冠军赛2024
401,902,62,上海,北京WB王者荣耀分部,2024KPL夏季转会期,【北京WB王者荣耀分部人员变动公告】 经与本人充分沟通友好协商后，原北京WB主教练时皓（ID：北京WB时皓）即日起不再担任北京WB主教练一职。 感谢您这些年来陪伴队伍不断前行，在低谷中重振旗鼓。对于选手而言，您亦师亦友，像父亲一样，给予选手们无微不至的关怀，同时，您更是我们这个家中不可或
954,5893,576,韩国,哎一股清流,0,3年前的今天发行的TXT《0x1Lovesong》，伟大的档国国歌彩虹屁
1595,18776,1682,陕西,WTT世界乒联,WTT重庆冠军赛2024;王曼昱3比0战胜平野美宇,WTT重庆冠军赛2024 女单18决赛 王曼昱30平野美宇【1210，112，117】 王曼昱3比0战胜平野美宇
106,2667,452,重庆,课代表小邹邹,我发现自己对恋爱祛魅了;镜头下的笑容,我发现自己对恋爱祛魅了 恋爱谈多了之后的感觉，我发现自己对恋爱袪魅了 镜头下的笑容
2,17,1,广东,体育委员小峰,孙颖莎VS王曼昱;王曼昱超绝救球;孙颖莎王曼昱角逐女单冠军,孙颖莎VS王曼昱 国乒神仙双打精彩无限，王曼昱暴力扣球后。被孙颖莎快速打回来，但是王曼昱还能极限回应。真是意想不到啊 王曼昱超绝救球孙颖莎王曼昱角逐女单冠军
827,2170,450,福建,草莓牛奶特别甜,0,第一局 王曼昱1311孙颖莎
